Sentence Index,Sentence,Incorrect Sentence
780,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
781,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
782,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
783,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
783,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
783,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
783,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
784,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
784,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
784,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
785,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
786,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
786,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
786,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
786,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
787,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
788,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
788,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
788,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
789,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
789,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
789,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
790,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
791,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
792,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
793,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
794,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
795,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
795,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
795,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
796,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
796,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
796,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
797,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
798,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
799,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
800,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
800,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
800,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
801,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
802,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
803,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
804,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
805,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
805,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
805,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
806,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
806,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
806,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
807,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
807,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
807,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
808,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
809,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
810,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
811,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
812,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
812,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
812,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
812,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
813,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
814,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
814,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
814,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
815,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
816,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
817,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
818,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
819,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
820,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
821,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
822,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
823,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
824,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
825,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
826,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
827,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
827,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
827,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
828,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
829,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
830,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
831,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
832,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
833,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
834,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
835,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
836,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
837,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
838,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
838,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
838,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
838,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
839,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
840,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
841,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
842,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
843,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
844,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
845,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
846,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
847,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
848,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
849,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
850,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
850,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
850,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
851,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
852,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
853,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
854,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
855,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
856,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
857,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
857,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
857,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
857,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
858,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
859,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
859,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
860,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
861,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
862,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
863,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
864,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
865,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
866,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
866,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
866,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
867,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
868,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
869,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
869,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
869,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
870,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
871,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
871,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
871,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
872,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
872,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
872,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
872,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
873,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
873,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
873,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
873,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
874,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
875,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
876,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
877,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
877,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
877,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
877,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
878,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
878,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
878,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
879,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
880,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
881,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
882,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
883,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
884,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
884,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
884,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
885,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
886,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
887,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
888,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
889,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
890,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
891,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
891,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
891,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
892,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
893,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
893,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
893,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
893,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
894,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
895,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
895,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
896,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
897,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
898,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
899,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
900,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
901,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
902,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
903,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
904,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
904,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
904,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
905,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
905,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
906,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
906,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
907,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
908,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
909,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
910,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
911,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
912,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
912,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
912,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
913,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
914,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
915,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
915,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
915,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
916,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
916,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
916,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
917,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
918,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
918,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
918,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
919,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
919,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
919,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
920,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
921,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
921,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
922,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
923,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
924,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
924,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
924,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
925,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
925,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
926,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
927,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
928,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
928,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
928,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
928,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
929,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
929,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
929,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
930,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
931,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
932,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
933,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
934,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
935,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
935,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
936,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
937,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
938,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
939,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
939,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
939,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
940,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
941,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
942,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
942,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
942,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
942,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
943,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
944,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
945,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
945,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
946,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
946,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
946,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
947,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
948,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
949,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
950,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
951,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
952,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
953,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
954,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
954,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
954,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
955,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
955,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
955,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
956,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
956,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
956,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
956,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
957,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
